id,disease,complaint
542,Soğuk algınlığı,"Doktor hanım, bir haftadır burun tıkanıklığım var, başım ağrıyor ve burun akıntım var."
543,Soğuk algınlığı,"Hocam, dünden beri balgamsız öksürüyorum ve boğazımda yanma var."
544,Soğuk algınlığı,"Doktor hanım, bir haftadır burun akıntım var, peş peşe hapşuruyorum ve geceleri artan öksürüğüm var."
545,Soğuk algınlığı,"Hocam, dünden beri yorgunluk hissediyorum ve burnum sürekli akıyor."
546,Soğuk algınlığı,"Doktor hanım, iki gündür burnum sürekli akıyor ve burnum sürekli akıyor."
547,Soğuk algınlığı,"Doktor hanım, üç gündür peş peşe hapşuruyorum ve balgamsız öksürüyorum."
548,Soğuk algınlığı,"Doktor bey, üç gündür boğazım ağrıyor ve baş ağrısı eşlik ediyor."
549,Soğuk algınlığı,"Doktor bey, son birkaç gündür burun akıntım var ve burnum sürekli akıyor."
550,Soğuk algınlığı,"Doktor hanım, son birkaç gündür burnum tıkalı ve sık sık hapşırıyorum."
551,Soğuk algınlığı,"Doktor bey, bir haftadır kuru öksürüğüm var ve balgamsız öksürüyorum."
552,Soğuk algınlığı,"Hocam, sabahtan beri burnum sürekli akıyor ve burun akıntım var."
553,Soğuk algınlığı,"Doktor bey, iki gündür sık sık hapşırıyorum, burnum tıkalı ve burun akıntım var."
554,Soğuk algınlığı,"Doktor bey, üç gündür enerjim yok, kuru öksürüğüm var ve sık sık hapşırıyorum."
555,Soğuk algınlığı,"Hocam, iki gündür boğazım ağrıyor, enerjim yok ve burun akıntım var."
556,Soğuk algınlığı,"Doktor bey, son birkaç gündür burun tıkanıklığım var, burun tıkanıklığım var ve burun akıntım var."
557,Soğuk algınlığı,"Doktor bey, bir haftadır boğazım ağrıyor ve burnum tıkalı."
558,Soğuk algınlığı,"Hocam, bir haftadır burun tıkanıklığım var ve balgamsız öksürüyorum."
559,Soğuk algınlığı,"Hocam, sabahtan beri boğazım ağrıyor ve burun akıntım var."
560,Soğuk algınlığı,"Doktor hanım, dünden beri burun akıntım var ve kuru öksürüğüm var."
561,Soğuk algınlığı,"Hocam, iki gündür peş peşe hapşuruyorum, burun tıkanıklığım var ve sık sık hapşırıyorum."
562,Soğuk algınlığı,"Hocam, bir haftadır enerjim yok ve burun akıntım var."
563,Soğuk algınlığı,"Hocam, üç gündür peş peşe hapşuruyorum, geceleri artan öksürüğüm var ve yutkunurken boğazım acıyor."
564,Soğuk algınlığı,"Doktor bey, dünden beri burnum sürekli akıyor, geceleri artan öksürüğüm var ve boğazım ağrıyor."
565,Soğuk algınlığı,"Doktor bey, bir haftadır burnum sürekli akıyor ve yutkunurken boğazım acıyor."
566,Soğuk algınlığı,"Doktor bey, sabahtan beri burun tıkanıklığım var, sık sık hapşırıyorum ve peş peşe hapşuruyorum."
567,Soğuk algınlığı,"Doktor bey, son birkaç gündür sık sık hapşırıyorum, boğazım ağrıyor ve peş peşe hapşuruyorum."
568,Soğuk algınlığı,"Hocam, son birkaç gündür burun akıntım var, burun tıkanıklığım var ve peş peşe hapşuruyorum."
569,Soğuk algınlığı,"Doktor hanım, üç gündür burun tıkanıklığım var ve peş peşe hapşuruyorum."
570,Soğuk algınlığı,"Doktor hanım, dünden beri peş peşe hapşuruyorum ve burnum sürekli akıyor."
571,Soğuk algınlığı,"Doktor bey, iki gündür sık sık hapşırıyorum ve burnum sürekli akıyor."
572,Soğuk algınlığı,"Hocam, iki gündür boğazım ağrıyor, kuru öksürüğüm var ve sık sık hapşırıyorum."
573,Soğuk algınlığı,"Doktor bey, üç gündür burnum tıkalı ve boğazımda yanma var."
574,Soğuk algınlığı,"Doktor hanım, iki gündür burun akıntım var ve başım ağrıyor."
575,Soğuk algınlığı,"Doktor hanım, üç gündür burnum sürekli akıyor ve burnum tıkalı."
576,Soğuk algınlığı,"Hocam, sabahtan beri burnum tıkalı ve enerjim yok."
577,Soğuk algınlığı,"Doktor bey, bir haftadır geceleri artan öksürüğüm var ve peş peşe hapşuruyorum."
578,Soğuk algınlığı,"Doktor hanım, iki gündür baş ağrısı eşlik ediyor, balgamsız öksürüyorum ve burnum tıkalı."
579,Soğuk algınlığı,"Hocam, son birkaç gündür baş ağrısı eşlik ediyor, boğazım ağrıyor ve boğazım ağrıyor."
580,Soğuk algınlığı,"Hocam, bir haftadır burun tıkanıklığım var ve baş ağrısı eşlik ediyor."
581,Soğuk algınlığı,"Doktor hanım, dünden beri geceleri artan öksürüğüm var ve sık sık hapşırıyorum."
582,Soğuk algınlığı,"Hocam, son birkaç gündür burnum sürekli akıyor ve burnum sürekli akıyor."
583,Soğuk algınlığı,"Doktor bey, son birkaç gündür kuru öksürüğüm var ve burnum tıkalı."
584,Soğuk algınlığı,"Doktor bey, dünden beri burun akıntım var ve baş ağrısı eşlik ediyor."
585,Soğuk algınlığı,"Doktor hanım, son birkaç gündür başım ağrıyor ve geceleri artan öksürüğüm var."
586,Soğuk algınlığı,"Doktor hanım, üç gündür boğazım ağrıyor, burnum sürekli akıyor ve sık sık hapşırıyorum."
587,Soğuk algınlığı,"Doktor hanım, üç gündür boğazım ağrıyor, sık sık hapşırıyorum ve sık sık hapşırıyorum."
588,Soğuk algınlığı,"Hocam, iki gündür peş peşe hapşuruyorum, yutkunurken boğazım acıyor ve yutkunurken boğazım acıyor."
589,Soğuk algınlığı,"Doktor bey, üç gündür peş peşe hapşuruyorum, yorgunluk hissediyorum ve boğazımda yanma var."
590,Soğuk algınlığı,"Doktor hanım, sabahtan beri burnum sürekli akıyor ve peş peşe hapşuruyorum."
591,Soğuk algınlığı,"Doktor bey, dünden beri burun tıkanıklığım var ve kuru öksürüğüm var."
592,Soğuk algınlığı,"Hocam, üç gündür boğazım ağrıyor, burnum tıkalı ve çok halsizim."
593,Soğuk algınlığı,"Doktor hanım, dünden beri yutkunurken boğazım acıyor ve kuru öksürüğüm var."
594,Soğuk algınlığı,"Doktor hanım, son birkaç gündür burun tıkanıklığım var ve burnum sürekli akıyor."
595,Soğuk algınlığı,"Doktor bey, iki gündür balgamsız öksürüyorum ve baş ağrısı eşlik ediyor."
596,Soğuk algınlığı,"Doktor hanım, son birkaç gündür yorgunluk hissediyorum ve burnum sürekli akıyor."
597,Soğuk algınlığı,"Hocam, üç gündür boğazımda yanma var ve sık sık hapşırıyorum."
598,Soğuk algınlığı,"Hocam, bir haftadır peş peşe hapşuruyorum, peş peşe hapşuruyorum ve baş ağrısı eşlik ediyor."
599,Soğuk algınlığı,"Doktor hanım, bir haftadır burun akıntım var ve burnum tıkalı."
600,Soğuk algınlığı,"Hocam, son birkaç gündür baş ağrısı eşlik ediyor ve enerjim yok."
601,Mevsimsel alerji,"Doktor bey, üç gündür peş peşe hapşuruyorum ve peş peşe hapşuruyorum."
602,Mevsimsel alerji,"Doktor hanım, sabahtan beri sık sık hapşırıyorum ve enerjim yok."
603,Mevsimsel alerji,"Hocam, sabahtan beri sık sık hapşırıyorum, burnum tıkalı ve burun akıntım var."
604,Mevsimsel alerji,"Doktor bey, dünden beri sık sık hapşırıyorum, burnum sürekli akıyor ve burun akıntım var."
605,Mevsimsel alerji,"Doktor hanım, sabahtan beri burnum sürekli akıyor, yorgunluk hissediyorum ve peş peşe hapşuruyorum."
606,Mevsimsel alerji,"Hocam, dünden beri burnum sürekli akıyor ve burun tıkanıklığım var."
607,Mevsimsel alerji,"Doktor bey, bir haftadır boğazım ağrıyor ve burun akıntım var."
608,Mevsimsel alerji,"Doktor hanım, bir haftadır burun tıkanıklığım var ve burun akıntım var."
609,Mevsimsel alerji,"Doktor hanım, bir haftadır gözlerimde kaşıntı ve sulanma var ve burun akıntım var."
610,Mevsimsel alerji,"Doktor hanım, son birkaç gündür burnum tıkalı, peş peşe hapşuruyorum ve burnum tıkalı."
611,Mevsimsel alerji,"Doktor bey, üç gündür çok halsizim, gözlerimde kaşıntı ve sulanma var ve gözlerimde kaşıntı ve sulanma var."
612,Mevsimsel alerji,"Hocam, dünden beri burun tıkanıklığım var, peş peşe hapşuruyorum ve gözlerimde kaşıntı ve sulanma var."
613,Mevsimsel alerji,"Doktor bey, dünden beri burnum tıkalı, burnum sürekli akıyor ve burnum tıkalı."
614,Mevsimsel alerji,"Doktor hanım, üç gündür burun tıkanıklığım var ve peş peşe hapşuruyorum."
615,Mevsimsel alerji,"Doktor hanım, iki gündür peş peşe hapşuruyorum ve boğazımda yanma var."
616,Mevsimsel alerji,"Doktor bey, üç gündür gözlerim kaşınıyor ve burnum tıkalı."
617,Mevsimsel alerji,"Hocam, iki gündür burnum tıkalı, gözlerimde kaşıntı ve sulanma var ve sık sık hapşırıyorum."
618,Mevsimsel alerji,"Doktor bey, bir haftadır peş peşe hapşuruyorum, sık sık hapşırıyorum ve gözlerimde kaşıntı ve sulanma var."
619,Mevsimsel alerji,"Doktor bey, iki gündür burun akıntım var, yutkunurken boğazım acıyor ve sık sık hapşırıyorum."
620,Mevsimsel alerji,"Doktor hanım, iki gündür burun akıntım var ve burun akıntım var."
621,Mevsimsel alerji,"Hocam, son birkaç gündür burun akıntım var ve boğazım ağrıyor."
622,Mevsimsel alerji,"Doktor hanım, sabahtan beri burun akıntım var ve gözlerim kaşınıyor."
623,Mevsimsel alerji,"Hocam, bir haftadır burnum tıkalı ve gözlerimde kaşıntı ve sulanma var."
624,Mevsimsel alerji,"Hocam, bir haftadır gözlerim kaşınıyor ve sık sık hapşırıyorum."
625,Mevsimsel alerji,"Hocam, iki gündür peş peşe hapşuruyorum ve gözlerim kaşınıyor."
626,Mevsimsel alerji,"Doktor hanım, üç gündür burun akıntım var ve sık sık hapşırıyorum."
627,Mevsimsel alerji,"Hocam, sabahtan beri burun tıkanıklığım var ve burun akıntım var."
628,Mevsimsel alerji,"Doktor bey, üç gündür burun tıkanıklığım var ve sık sık hapşırıyorum."
629,Mevsimsel alerji,"Hocam, bir haftadır gözlerimde kaşıntı ve sulanma var ve burnum sürekli akıyor."
630,Mevsimsel alerji,"Doktor hanım, iki gündür çok halsizim, burnum sürekli akıyor ve peş peşe hapşuruyorum."
631,Mevsimsel alerji,"Doktor bey, son birkaç gündür enerjim yok ve burun akıntım var."
632,Mevsimsel alerji,"Doktor hanım, son birkaç gündür burnum sürekli akıyor ve sık sık hapşırıyorum."
633,Mevsimsel alerji,"Hocam, iki gündür burun tıkanıklığım var, peş peşe hapşuruyorum ve gözlerim kaşınıyor."
634,Mevsimsel alerji,"Hocam, üç gündür gözlerimde kaşıntı ve sulanma var ve enerjim yok."
635,Mevsimsel alerji,"Doktor hanım, sabahtan beri burnum sürekli akıyor ve burnum sürekli akıyor."
636,Mevsimsel alerji,"Doktor hanım, son birkaç gündür burun tıkanıklığım var, burnum tıkalı ve burun akıntım var."
637,Mevsimsel alerji,"Hocam, iki gündür gözlerimde kaşıntı ve sulanma var ve gözlerim kaşınıyor."
638,Mevsimsel alerji,"Doktor bey, son birkaç gündür burnum tıkalı, sık sık hapşırıyorum ve yorgunluk hissediyorum."
639,Mevsimsel alerji,"Doktor hanım, bir haftadır çok halsizim ve sık sık hapşırıyorum."
640,Mevsimsel alerji,"Doktor bey, son birkaç gündür sık sık hapşırıyorum ve burun tıkanıklığım var."
641,Mevsimsel alerji,"Doktor hanım, iki gündür gözlerim kaşınıyor ve gözlerim kaşınıyor."
642,Mevsimsel alerji,"Hocam, dünden beri burun tıkanıklığım var ve sık sık hapşırıyorum."
643,Mevsimsel alerji,"Hocam, sabahtan beri gözlerim kaşınıyor ve burun akıntım var."
644,Mevsimsel alerji,"Doktor hanım, bir haftadır gözlerim kaşınıyor ve gözlerim kaşınıyor."
645,Mevsimsel alerji,"Doktor bey, bir haftadır gözlerimde kaşıntı ve sulanma var, çok halsizim ve burnum sürekli akıyor."
646,Mevsimsel alerji,"Hocam, dünden beri burnum tıkalı ve gözlerim kaşınıyor."
647,Mevsimsel alerji,"Hocam, sabahtan beri gözlerim kaşınıyor ve burun akıntım var."
648,Mevsimsel alerji,"Doktor hanım, üç gündür burun akıntım var ve sık sık hapşırıyorum."
649,Mevsimsel alerji,"Doktor bey, üç gündür burun akıntım var ve sık sık hapşırıyorum."
650,Mevsimsel alerji,"Doktor bey, sabahtan beri yorgunluk hissediyorum, burun tıkanıklığım var ve sık sık hapşırıyorum."
651,Mevsimsel alerji,"Doktor bey, iki gündür peş peşe hapşuruyorum ve sık sık hapşırıyorum."
652,Mevsimsel alerji,"Doktor bey, sabahtan beri gözlerim kaşınıyor, burnum sürekli akıyor ve burun akıntım var."
653,Mevsimsel alerji,"Doktor hanım, iki gündür burun akıntım var ve burun akıntım var."
654,Mevsimsel alerji,"Doktor hanım, üç gündür burnum sürekli akıyor ve peş peşe hapşuruyorum."
655,Mevsimsel alerji,"Doktor bey, bir haftadır enerjim yok ve burun akıntım var."
656,Mevsimsel alerji,"Doktor hanım, iki gündür gözlerim kaşınıyor, gözlerim kaşınıyor ve burnum sürekli akıyor."
657,Mevsimsel alerji,"Doktor hanım, üç gündür sık sık hapşırıyorum, burnum tıkalı ve gözlerim kaşınıyor."
658,Mevsimsel alerji,"Doktor bey, son birkaç gündür boğazım ağrıyor ve sık sık hapşırıyorum."
659,Mevsimsel alerji,"Doktor bey, dünden beri gözlerim kaşınıyor, burnum sürekli akıyor ve peş peşe hapşuruyorum."
660,Mevsimsel alerji,"Hocam, son birkaç gündür burnum sürekli akıyor ve burun akıntım var."
661,Mevsimsel alerji,"Doktor hanım, dünden beri peş peşe hapşuruyorum ve yutkunurken boğazım acıyor."
662,Mevsimsel alerji,"Hocam, son birkaç gündür peş peşe hapşuruyorum, burun tıkanıklığım var ve burnum sürekli akıyor."
663,Mevsimsel alerji,"Doktor hanım, sabahtan beri burun akıntım var, gözlerim kaşınıyor ve gözlerimde kaşıntı ve sulanma var."
664,Mevsimsel alerji,"Hocam, sabahtan beri burnum tıkalı, burnum sürekli akıyor ve gözlerim kaşınıyor."
665,Mevsimsel alerji,"Doktor bey, son birkaç gündür gözlerimde kaşıntı ve sulanma var ve burnum sürekli akıyor."
666,Mevsimsel alerji,"Doktor hanım, üç gündür burnum sürekli akıyor ve peş peşe hapşuruyorum."
667,Mevsimsel alerji,"Doktor bey, üç gündür sık sık hapşırıyorum ve gözlerimde kaşıntı ve sulanma var."
668,Mevsimsel alerji,"Hocam, iki gündür burun tıkanıklığım var ve gözlerim kaşınıyor."
669,Mevsimsel alerji,"Doktor bey, iki gündür gözlerim kaşınıyor ve burnum sürekli akıyor."
670,Mevsimsel alerji,"Doktor bey, üç gündür peş peşe hapşuruyorum ve peş peşe hapşuruyorum."
671,Mevsimsel alerji,"Doktor hanım, son birkaç gündür gözlerim kaşınıyor ve burnum sürekli akıyor."
672,Mevsimsel alerji,"Doktor hanım, sabahtan beri peş peşe hapşuruyorum ve burun akıntım var."
673,Mevsimsel alerji,"Doktor bey, iki gündür burun tıkanıklığım var ve gözlerim kaşınıyor."
674,Mevsimsel alerji,"Hocam, dünden beri yutkunurken boğazım acıyor ve burnum sürekli akıyor."
675,Mevsimsel alerji,"Doktor bey, son birkaç gündür peş peşe hapşuruyorum ve gözlerimde kaşıntı ve sulanma var."
676,Mevsimsel alerji,"Doktor bey, bir haftadır peş peşe hapşuruyorum ve sık sık hapşırıyorum."
677,Mevsimsel alerji,"Doktor hanım, dünden beri burun tıkanıklığım var ve gözlerimde kaşıntı ve sulanma var."
678,Mevsimsel alerji,"Doktor bey, dünden beri burnum tıkalı ve burnum sürekli akıyor."
679,Mevsimsel alerji,"Hocam, son birkaç gündür çok halsizim ve peş peşe hapşuruyorum."
680,Mevsimsel alerji,"Hocam, iki gündür burnum tıkalı ve gözlerimde kaşıntı ve sulanma var."
681,Mevsimsel alerji,"Doktor hanım, iki gündür burnum sürekli akıyor ve burnum sürekli akıyor."
682,Mevsimsel alerji,"Doktor bey, iki gündür burun tıkanıklığım var ve gözlerimde kaşıntı ve sulanma var."
683,Mevsimsel alerji,"Hocam, iki gündür peş peşe hapşuruyorum, boğazımda yanma var ve burun akıntım var."
684,Mevsimsel alerji,"Doktor hanım, sabahtan beri burun tıkanıklığım var, peş peşe hapşuruyorum ve gözlerimde kaşıntı ve sulanma var."
685,Mevsimsel alerji,"Doktor hanım, dünden beri burnum tıkalı, burnum sürekli akıyor ve burnum sürekli akıyor."
686,Mevsimsel alerji,"Doktor hanım, dünden beri burun akıntım var ve burnum tıkalı."
687,Mevsimsel alerji,"Doktor hanım, iki gündür gözlerimde kaşıntı ve sulanma var ve burnum sürekli akıyor."
688,Mevsimsel alerji,"Doktor bey, bir haftadır gözlerimde kaşıntı ve sulanma var ve sık sık hapşırıyorum."
689,Mevsimsel alerji,"Doktor hanım, sabahtan beri sık sık hapşırıyorum ve burnum sürekli akıyor."
690,Mevsimsel alerji,"Hocam, üç gündür sık sık hapşırıyorum ve burun tıkanıklığım var."
691,Mevsimsel alerji,"Doktor hanım, üç gündür burnum sürekli akıyor, burun akıntım var ve burun akıntım var."
692,Mevsimsel alerji,"Hocam, dünden beri burun tıkanıklığım var ve gözlerimde kaşıntı ve sulanma var."
693,Mevsimsel alerji,"Hocam, son birkaç gündür yorgunluk hissediyorum, gözlerimde kaşıntı ve sulanma var ve burnum sürekli akıyor."
694,Mevsimsel alerji,"Hocam, sabahtan beri gözlerimde kaşıntı ve sulanma var ve burnum sürekli akıyor."
695,Mevsimsel alerji,"Doktor bey, iki gündür burnum sürekli akıyor ve peş peşe hapşuruyorum."
696,Mevsimsel alerji,"Doktor bey, bir haftadır gözlerimde kaşıntı ve sulanma var, gözlerim kaşınıyor ve yorgunluk hissediyorum."
697,Mevsimsel alerji,"Doktor hanım, iki gündür yutkunurken boğazım acıyor ve burnum tıkalı."
698,Mevsimsel alerji,"Hocam, bir haftadır gözlerimde kaşıntı ve sulanma var ve gözlerimde kaşıntı ve sulanma var."
699,Mevsimsel alerji,"Hocam, dünden beri gözlerimde kaşıntı ve sulanma var ve gözlerimde kaşıntı ve sulanma var."
700,Mevsimsel alerji,"Hocam, iki gündür yorgunluk hissediyorum, peş peşe hapşuruyorum ve burun akıntım var."
701,Mevsimsel alerji,"Hocam, iki gündür burnum tıkalı ve burnum tıkalı."
702,Mevsimsel alerji,"Hocam, bir haftadır burun akıntım var ve peş peşe hapşuruyorum."
703,Mevsimsel alerji,"Doktor bey, dünden beri burnum sürekli akıyor ve gözlerimde kaşıntı ve sulanma var."
704,Mevsimsel alerji,"Doktor hanım, sabahtan beri peş peşe hapşuruyorum, gözlerimde kaşıntı ve sulanma var ve gözlerimde kaşıntı ve sulanma var."
705,Mevsimsel alerji,"Hocam, bir haftadır burnum sürekli akıyor ve peş peşe hapşuruyorum."
706,Mevsimsel alerji,"Doktor bey, üç gündür sık sık hapşırıyorum ve sık sık hapşırıyorum."
707,Mevsimsel alerji,"Hocam, sabahtan beri çok halsizim, peş peşe hapşuruyorum ve yorgunluk hissediyorum."
708,Mevsimsel alerji,"Doktor bey, üç gündür sık sık hapşırıyorum, sık sık hapşırıyorum ve sık sık hapşırıyorum."
709,Mevsimsel alerji,"Doktor hanım, bir haftadır burnum sürekli akıyor ve burnum sürekli akıyor."
710,Mevsimsel alerji,"Doktor bey, dünden beri sık sık hapşırıyorum, burun tıkanıklığım var ve gözlerimde kaşıntı ve sulanma var."
711,Mevsimsel alerji,"Doktor bey, son birkaç gündür burnum tıkalı ve boğazım ağrıyor."
712,Mevsimsel alerji,"Doktor hanım, üç gündür burun akıntım var ve peş peşe hapşuruyorum."
713,Mevsimsel alerji,"Hocam, iki gündür burun akıntım var ve peş peşe hapşuruyorum."
714,Mevsimsel alerji,"Hocam, üç gündür burnum sürekli akıyor, gözlerim kaşınıyor ve burun tıkanıklığım var."
715,Mevsimsel alerji,"Doktor bey, üç gündür gözlerim kaşınıyor ve sık sık hapşırıyorum."
716,Mevsimsel alerji,"Hocam, iki gündür burun akıntım var ve burun akıntım var."
717,Mevsimsel alerji,"Hocam, sabahtan beri peş peşe hapşuruyorum ve burun akıntım var."
718,Mevsimsel alerji,"Doktor hanım, dünden beri burnum sürekli akıyor, sık sık hapşırıyorum ve burun akıntım var."
719,Mevsimsel alerji,"Doktor bey, iki gündür burun akıntım var ve sık sık hapşırıyorum."
720,Mevsimsel alerji,"Doktor hanım, sabahtan beri peş peşe hapşuruyorum ve peş peşe hapşuruyorum."
721,Mevsimsel alerji,"Doktor bey, son birkaç gündür burun tıkanıklığım var, burnum sürekli akıyor ve burnum sürekli akıyor."
722,Mevsimsel alerji,"Doktor bey, son birkaç gündür gözlerimde kaşıntı ve sulanma var ve burnum tıkalı."
723,Mevsimsel alerji,"Doktor bey, iki gündür gözlerim kaşınıyor ve peş peşe hapşuruyorum."
724,Mevsimsel alerji,"Hocam, son birkaç gündür peş peşe hapşuruyorum, boğazımda yanma var ve burun akıntım var."
725,Mevsimsel alerji,"Doktor bey, sabahtan beri sık sık hapşırıyorum ve burnum sürekli akıyor."
726,Mevsimsel alerji,"Doktor bey, üç gündür burun akıntım var ve yorgunluk hissediyorum."
727,Mevsimsel alerji,"Doktor bey, iki gündür gözlerimde kaşıntı ve sulanma var ve sık sık hapşırıyorum."
728,Mevsimsel alerji,"Doktor hanım, son birkaç gündür peş peşe hapşuruyorum ve burun akıntım var."
729,Mevsimsel alerji,"Doktor bey, dünden beri gözlerimde kaşıntı ve sulanma var ve gözlerimde kaşıntı ve sulanma var."
730,Mevsimsel alerji,"Hocam, dünden beri gözlerimde kaşıntı ve sulanma var ve burnum sürekli akıyor."
731,Mevsimsel alerji,"Doktor hanım, dünden beri burun tıkanıklığım var, peş peşe hapşuruyorum ve burun tıkanıklığım var."
732,Mevsimsel alerji,"Hocam, bir haftadır boğazımda yanma var ve burun akıntım var."
733,Mevsimsel alerji,"Doktor hanım, son birkaç gündür burnum tıkalı ve burnum tıkalı."
734,Mevsimsel alerji,"Doktor hanım, son birkaç gündür sık sık hapşırıyorum ve burnum sürekli akıyor."
735,Mevsimsel alerji,"Hocam, üç gündür peş peşe hapşuruyorum ve burun tıkanıklığım var."
736,Mevsimsel alerji,"Doktor hanım, son birkaç gündür peş peşe hapşuruyorum ve burnum tıkalı."
737,Mevsimsel alerji,"Hocam, dünden beri yutkunurken boğazım acıyor ve burun akıntım var."
738,Mevsimsel alerji,"Doktor hanım, dünden beri burun akıntım var ve yorgunluk hissediyorum."
739,Mevsimsel alerji,"Doktor bey, son birkaç gündür gözlerim kaşınıyor ve sık sık hapşırıyorum."
740,Mevsimsel alerji,"Doktor hanım, dünden beri yutkunurken boğazım acıyor, gözlerimde kaşıntı ve sulanma var ve burnum tıkalı."
741,Mevsimsel alerji,"Doktor hanım, iki gündür burun akıntım var ve gözlerimde kaşıntı ve sulanma var."
742,Mevsimsel alerji,"Doktor bey, bir haftadır burun akıntım var ve peş peşe hapşuruyorum."
743,Mevsimsel alerji,"Doktor bey, sabahtan beri peş peşe hapşuruyorum, burnum tıkalı ve burnum sürekli akıyor."
744,Mevsimsel alerji,"Hocam, dünden beri burnum sürekli akıyor ve peş peşe hapşuruyorum."
745,Mevsimsel alerji,"Doktor hanım, sabahtan beri burun tıkanıklığım var, gözlerim kaşınıyor ve peş peşe hapşuruyorum."
746,Mevsimsel alerji,"Hocam, son birkaç gündür burun akıntım var ve burnum tıkalı."
747,Mevsimsel alerji,"Hocam, iki gündür burnum sürekli akıyor ve burun tıkanıklığım var."
748,Mevsimsel alerji,"Doktor bey, üç gündür sık sık hapşırıyorum ve burun akıntım var."
749,Mevsimsel alerji,"Doktor bey, üç gündür gözlerimde kaşıntı ve sulanma var ve sık sık hapşırıyorum."
750,Mevsimsel alerji,"Doktor hanım, sabahtan beri burnum sürekli akıyor, burun akıntım var ve sık sık hapşırıyorum."
751,Mevsimsel alerji,"Doktor bey, iki gündür boğazımda yanma var, burun tıkanıklığım var ve sık sık hapşırıyorum."
752,Mevsimsel alerji,"Doktor bey, bir haftadır burun akıntım var ve burnum sürekli akıyor."
753,Mevsimsel alerji,"Doktor bey, iki gündür çok halsizim ve yorgunluk hissediyorum."
754,Mevsimsel alerji,"Hocam, dünden beri burun tıkanıklığım var, boğazımda yanma var ve peş peşe hapşuruyorum."
755,Mevsimsel alerji,"Doktor bey, sabahtan beri burun tıkanıklığım var ve sık sık hapşırıyorum."
756,Mevsimsel alerji,"Doktor bey, dünden beri burun tıkanıklığım var ve burun akıntım var."
757,Mevsimsel alerji,"Hocam, üç gündür burun akıntım var, burnum tıkalı ve peş peşe hapşuruyorum."
758,Mevsimsel alerji,"Doktor hanım, dünden beri burnum sürekli akıyor ve burnum sürekli akıyor."
759,Mevsimsel alerji,"Doktor bey, sabahtan beri burun tıkanıklığım var, sık sık hapşırıyorum ve peş peşe hapşuruyorum."
760,Mevsimsel alerji,"Doktor hanım, üç gündür peş peşe hapşuruyorum ve gözlerimde kaşıntı ve sulanma var."
761,Mevsimsel alerji,"Doktor bey, dünden beri peş peşe hapşuruyorum, peş peşe hapşuruyorum ve peş peşe hapşuruyorum."
762,Mevsimsel alerji,"Hocam, dünden beri gözlerim kaşınıyor ve sık sık hapşırıyorum."
763,Mevsimsel alerji,"Doktor hanım, üç gündür sık sık hapşırıyorum ve burnum sürekli akıyor."
764,Mevsimsel alerji,"Doktor hanım, dünden beri burun akıntım var ve burnum tıkalı."
765,Mevsimsel alerji,"Hocam, bir haftadır sık sık hapşırıyorum ve gözlerimde kaşıntı ve sulanma var."
766,Mevsimsel alerji,"Hocam, sabahtan beri burun tıkanıklığım var ve burun tıkanıklığım var."
767,Mevsimsel alerji,"Doktor bey, bir haftadır burnum sürekli akıyor ve burun tıkanıklığım var."
768,Mevsimsel alerji,"Doktor hanım, üç gündür burun akıntım var ve burun tıkanıklığım var."
769,Mevsimsel alerji,"Doktor hanım, üç gündür peş peşe hapşuruyorum ve gözlerim kaşınıyor."
770,Mevsimsel alerji,"Doktor bey, sabahtan beri gözlerim kaşınıyor ve gözlerimde kaşıntı ve sulanma var."
771,Mevsimsel alerji,"Doktor hanım, iki gündür burun tıkanıklığım var, burnum sürekli akıyor ve sık sık hapşırıyorum."
772,Mevsimsel alerji,"Hocam, üç gündür boğazımda yanma var ve burnum tıkalı."
773,Mevsimsel alerji,"Doktor hanım, son birkaç gündür burun akıntım var ve burnum tıkalı."
774,Mevsimsel alerji,"Doktor hanım, son birkaç gündür gözlerim kaşınıyor, gözlerimde kaşıntı ve sulanma var ve burnum tıkalı."
775,Mevsimsel alerji,"Doktor bey, son birkaç gündür burnum tıkalı ve çok halsizim."
776,Mevsimsel alerji,"Doktor hanım, üç gündür sık sık hapşırıyorum, peş peşe hapşuruyorum ve gözlerim kaşınıyor."
777,Mevsimsel alerji,"Doktor bey, dünden beri burnum tıkalı ve gözlerim kaşınıyor."
778,Mevsimsel alerji,"Hocam, bir haftadır sık sık hapşırıyorum ve burun akıntım var."
779,Mevsimsel alerji,"Doktor hanım, bir haftadır gözlerim kaşınıyor, gözlerim kaşınıyor ve burnum tıkalı."
780,Mevsimsel alerji,"Doktor hanım, bir haftadır gözlerim kaşınıyor ve peş peşe hapşuruyorum."
781,Mevsimsel alerji,"Hocam, bir haftadır burun tıkanıklığım var ve sık sık hapşırıyorum."
782,Mevsimsel alerji,"Hocam, dünden beri gözlerim kaşınıyor ve gözlerim kaşınıyor."
783,Mevsimsel alerji,"Hocam, dünden beri gözlerimde kaşıntı ve sulanma var ve burnum sürekli akıyor."
784,Mevsimsel alerji,"Doktor bey, iki gündür burun tıkanıklığım var, sık sık hapşırıyorum ve burun tıkanıklığım var."
785,Mevsimsel alerji,"Doktor bey, sabahtan beri gözlerimde kaşıntı ve sulanma var ve yorgunluk hissediyorum."
786,Mevsimsel alerji,"Doktor hanım, dünden beri peş peşe hapşuruyorum ve sık sık hapşırıyorum."
